Id,Character,MeanLong,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
32193,兀,"Cao mà bằng đầu. Bây giờ quen gọi là cao chót. Như đột ngột [突兀] chót vót.##Ngây ngất. Như hằng ngột ngột dĩ cùng niên [恆兀兀以窮年] thường lo đau đáu suốt năm.##Lại là lời trợ ngữ,trong các bài từ nhà Nguyên họ hay dùng.##Ngột giả [兀者] kẻ bị chặt gẫy một chân.,NGỘT",N1,,3,2656,コツ
32194,兒,"Trẻ con. Trẻ giai gọi là nhi [兒],trẻ gái gọi là anh [嬰].##Con. Con đối với cha mẹ tự xưng là nhi [兒].##Nhời nói giúp câu,tục ngữ hay dùng. Như hoa nhi [花兒] cái hoa.##Một âm mà nghê. Họ Nghê. Nhà Hán có tên Nghê Khoan [兒寬].##Dị dạng của chữ [儿].,NHI, NGHÊ",N1,,8,2657,ゲイ ジ ニ | こ
32195,兌,"Quẻ Đoái,một quẻ trong tám quẻ (bát quái [八卦]).##Đổi. Như đoái hoán [兌換] đổi tiền.##Thẳng. Như tùng bách tư đoái [松柏斯兌] cây tùng cây bách ấy thẳng.##Suốt. Như hành đạo đoái hĩ [行道兌矣] làm đạo được suốt vậy.,ĐOÁI",N1,,7,2658,エイ エツ ダ タイ | よろこぶ
32196,兔,"Con thỏ.##Mặt trăng. Ngày xưa bảo cái bóng đen trong mặt trăng là con thỏ,vì thế nên tục gọi mặt trăng là ngọc thỏ [玉兔].,THỎ",N1,,8,2659,ツ ト | うさぎ
32197,兢,"1: Nơm nớp. Tả cái dáng kiêng dè cẩn thận.,CĂNG",N1,,14,2660,キョウ | おそれる つつしむ
32198,兩,"Hai,đôi.##Một âm là lạng. Cỗ xe. Một đôi giầy cũng gọi là nhất lạng [一兩].##Lạng,cân ta,mười đồng cân gọi là một lạng,mười sáu lạng là một cân.##Dị dạng của chữ [两].,LƯỠNG, LẠNG",N1,,8,2661,リョウ | ふたつ
32199,兪,"Xem [俞].,DU",N1,,9,2662,ツ トウ ユ | しかり
32200,兮,"Vậy,chữ,lời trợ ngữ trong bài hát.,HỀ",N1,,4,2663,ケイ
32201,冀,"Kí Châu [冀州],thuộc tỉnh Hà Nam [河南] nước Tầu bây giờ.##Muốn,mong cầu. Như hi kí [希冀] mong mỏi,kí vọng [冀望] trông mong.,KÍ",N1,,16,2664,キ | こいねがう こいねがわくは
32202,冂,"Đất ở xa ngoài cõi nước,kinh truyện đều dùng chữ quynh [坰].,QUYNH",N1,,2,2665,キョウ ケイ
32203,册,"Bài văn sách mệnh. Như vua phong tước cho ai gọi là sách phong [册封].##Bản sách,một quyển sách gọi là sách. Cũng có khi viết là [冊].##Giản thể của chữ [冊].,SÁCH",N1,,5,2666,サク サツ | ふみ
32204,冉,"Họ Nhiễm. Nguyên viết là [冄].##Nhiễm nhiễm[冉冉] dần dần. Nguyễn Trãi [阮廌] : Nhiễm nhiễm hàn giang khởi mộ yên [冉冉寒江起暮煙] (Thần Phù hải khẩu [神符海口]) Trên sông lạnh khói chiều từ từ bốc lên.,NHIỄM",N1,,5,2667,ゼン ネン | あやうい
32205,冏,"light,clear,bright,",N1,,7,2668,キョウ ケイ ソウ | あきらか
32206,冑,"Mũ trụ. Mũ đội ra trận phòng tên đạn.,TRỤ",N1,,9,2669,チュウ | かぶと よろい
32207,冓,"Trung cấu [中冓] trong cung kín. Kinh Thi có câu trung cấu chi ngôn [中冓之言] lời nói trong phòng kín,vì thế nên việc bí ẩn trong chỗ vợ chồng trong nhà gọi là trung cấu.,CẤU",N1,,10,2670,コウ | かまえる
32208,冕,"Mũ miện. Từ quan đại phu trở lên được đội mũ miện.,MIỆN",N1,,11,2671,ベン メン | かんむり
32209,冖,"Trùm,lấy khăn trùm lên trên đồ.,MỊCH",N1,,2,2672,ベキ
32210,冤,"Oan khuất. Đỗ Phủ [杜甫] : Ưng cộng oan hồn ngữ,Đầu thi tặng Mịch La [應共冤魂語,投詩贈汨羅] (Thiên mạt hoài Lý Bạch [天末懷李白]) Chắc với hồn oan (của Khuất Nguyên [屈原]) đang nói chuyện,(và) Ném thơ xuống tặng ở sông Mịch La.##Oan thù. Như oan gia [冤家] kẻ cừu thù.,OAN",N1,,10,2382,エン
32211,冦,"Cũng như chữ khấu [寇].,KHẤU",N1,,10,2673,コウ | あだする
32212,冢,"Mồ cao,mả đắp cao gọi là trủng. Bây giờ thường dùng chữ trủng [塚].##Nhớn. Như trủng tử [冢子] con trưởng,trủng tể [冢宰] quan coi cả trăm quan,tức là quan Tể tướng.,TRỦNG",N1,,10,2674,チョウ | おおう つか
32213,冩,"Cũng như chữ tả [寫],TẢ",N1,,14,2675,シャ | うつす うつる
32214,冪,"Cái khăn phủ mâm cơm.##Cách đo bề ngoài. Như mịch tích [冪積] đồ thành diện tích ở mặt ngoài.##Mịch mịch [冪冪] che lấp,mù mịt. Lý Hoa [李華] : Hồn phách kết hề thiên trầm trầm,quỷ thần tụ hề vân mịch mịch [魂魄結兮天沉沉,鬼神聚兮雲冪冪] (Điếu cổ chiến trường văn [弔古戰場文]) Hồn phách tan hề trời trầm trầm,quỷ thần họp hề mây mù mịt.##Dị dạng của chữ 幂,MỊCH",N1,,15,2676,ベキ
32215,冫,"Cùng nghĩa như chữ băng [冰] nước đá.,BĂNG",N1,,2,2677,ヒョウ | こおり
32216,决,"Tục dùng như chữ [決].##Giản thể của chữ [決].,QUYẾT",N1,,6,2678,ケチ ケツ | きまる きめる さく
32217,冱,"Rét đóng lại.,HỘ",N1,,6,2679,コ ゴ | こおる さえる ひえる
32218,冲,"Hòa,sâu. Như xung hư [冲虛] chan hòa nhạt nhẽo như hư không.##Thơ bé.##Vọt. Tục dùng như chữ xung [衝]. Như nhất phi xung thiên [一飛冲天] bay một cái vọt tận trời. Như tí ngọ tương xung [子午相冲] tí ngọ xung nhau,nghĩa là phương vị cùng đối thẳng với nhau.##Giản thể của chữ [沖].##Giản thể của chữ [衝].,TRÙNG, XUNG",N1,,6,2680,チュウ | おき おきつ ちゅうする わく
32219,冰,"Nước giá. Rét quá nước đông lại gọi là băng. Xem hàn thử biểu khi thủy ngân xuống đến hết độ gọi là băng điểm [冰點] nghĩa là xuống đến độ ấy thì rét quá mà nước đông lại.##Trong,lạnh. Như nhất phiến băng tâm [一片冰心] một tấm lòng trong như giá,diện hiệp băng sương [面挾冰霜] nét mặt lạnh lùng như sương giá.##Băng nhân [冰人] người làm mối.,BĂNG",N1,,6,2681,ヒョウ | こおる こおり ひ
32220,况,"Phương chi,là một tiếng giáo đầu. Như gia bất tự cố,huống ư quốc hồ [家不自顧况於國乎] nhà mà chẳng trông coi được,phương chi là nước ư ?##Giản thể của chữ 況,HUỐNG",N1,,7,2682,キョウ | いわんや おもむき まして
32221,冽,"Khí rét. Như thanh liệt [清冽] rét giá.,LIỆT",N1,,8,2683,レイ レツ | きよい
32222,凅,"wither,droop,lame,",N1,,10,2684,カク コ | からす かれる こおる
32223,凉,"Tục dùng như chữ [涼].##Giản thể của chữ [涼].,LƯƠNG, LƯỢNG",N1,,10,2685,リョウ | うすい すずしい すずむ すずやか ひやす まことに
32224,凛,"Cũng như chữ  lẫm [凜].##Giản thể của chữ 凜,LẪM",N1,,15,2686,リン | きびしい
32225,几,"Cái ghế dựa.##Cái kỉ tre.##Giản thể của chữ [幾].,KỈ",N1,,2,2687,キ | きにょう
32226,凩,"wintry wind,(kokuji),",N1,,6,2688,こがらし
32227,凭,"Tựa ghế. Một âm là bẵng.##Giản thể của chữ 憑,BẰNG, BẴNG",N1,,8,2689,ヒョウ ヘイ | もたれる よる
32228,凰,"Con phượng cái.,HOÀNG",N1,,11,2690,オウ コウ | おおとり
32229,凵,"Há miệng.,KHẢM",N1,,2,2691,カン
32230,凾,"Một lối viết của chữ Hàm 函..,HÀM",N1,,9,2692,カン | いれる はこ
32231,刄,"Cũng như chữ [兩].,LẠNG",N1,,3,2693,ジン ニン | きる は やいば
32232,刋,"cắt,gọt,đẻo.##cut,whittle,SAN",N1,,5,2694,カン セン | きる けずる
32233,刔,"đào,xúc (bằng vật sắc cạnh).##scoop out,gouge,QUYẾT",N1,,6,2695,ケツ | えぐる
32234,刎,"Đâm cổ. Như tự vẫn [自刎] tự lấy dao đâm vào cổ.,VẪN",N1,,6,2696,フン | くびはねる はねる
32235,刧,"Cũng như chữ kiếp [劫].,KIẾP",N1,,7,2697,キョウ コウ ゴウ | おびやかす
32236,刪,"Dị dạng của chữ [删],SAN",N1,,7,2698,サン | けずる
32237,刮,"Vót.##Lấy quá (nạo hết).##Gầy mõ.,QUÁT",N1,,8,2699,カツ | けずる こそげる
32238,刳,"Mổ.,KHÔ",N1,,8,2700,コ | えぐる くる
32239,刹,"Cũng như chữ sát [剎].##Giản thể của chữ [剎].,SÁT",N1,,8,2701,サツ セチ セツ
32240,剏,"Cũng như chữ sáng [刱] hay [創].,SÁNG",N1,,9,2702,ショウ ソウ | はじめる
32241,剄,"Lấy dao cắt cổ.,HĨNH",N1,,9,2703,ケイ | くびきる
32242,剋,"Chế phục được,cũng như chữ khắc [克]. Như kim khắc mộc [金剋木] loài kim chế phục được loài mộc.##Tất thế,kíp. Như khắc kỳ [剋期] cứ hạn phải dúng hẹn. Tục viết là khắc [尅].##Dị dạng của chữ [克].,KHẮC",N1,,9,2704,コク | かつ
32243,剌,"Trái. Như quai lạt [乖剌] ngang trái.##Cá nhảy gọi là bạt lạt [跋剌],cũng gọi là bát lạt [潑剌].,LẠT",N1,,9,2705,ラツ | もとる
32244,剞,"Kỉ quyết [剞劂] con dao khoằm,thứ dao dùng để chạm trổ,vì thế nên khắc bản in sách cũng gọi là kỉ quyết.##Một âm là kì cũng nghĩa như trên. Tục quen đọc là ỷ.,KỈ, Ỷ, KÌ",N1,,10,2706,キ | きざむ
32245,剔,"Gỡ,xé.##Chọn,nhặt. Trong một số nhiều đồ,chọn lấy cái tốt còn cái hư hỏng bỏ đi gọi là dịch trừ [剔除].,DỊCH",N1,,10,2707,テイ テキ | えぐる そる
32246,剪,"Tục dùng như chữ [翦]. Lý Thương Ẩn [李商隱] : Hà đương cộng tiễn tây song chúc [何當共剪西窗燭] (Dạ vũ ký bắc [夜雨寄北]) Bao giờ cùng nhau cắt hoa đèn dưới song tây.,TIỄN",N1,,11,2708,セン | きる つむ
32247,剴,"Thiết. Như cai thiết [剴切] đích đáng,nói đúng sự đúng lý lắm. Một âm là cái.,CAI, CÁI",N1,,12,2709,カイ ガイ
32248,剩,"Cũng như chữ thặng [剰]. Nguyễn Du [阮攸] : Thặng hữu nhàn tâm vô quái ngại [剩有閒心無罣礙] (Hoàng Hà trở lạo [黄河阻潦]) Có thừa một tấm lòng an nhiên vô ngại.,THẶNG",N1,,12,2710,ジョウ | あまり あまる あまつさえ
32249,剳,"Một dạng của chữ tráp [箚]. Còn viết là [劄].,TRÁP",N1,,11,2711,サツ チョウ トウ | さす
32250,剿,"Cũng dùng như chữ [勦].,TIỄU",N1,,13,2712,ショウ ソウ
32251,剽,"Cướp bóc.##Nhanh nhẹn.##Một âm là phiểu. Ngọn,phiểu bản [剽本] gốc ngọn.,PHIẾU, PHIỂU",N1,,13,2713,ヒョウ | おびやかす さす
32252,劍,"Cái gươm. Có phép dùng gươm riêng gọi là kiếm thuật [劍術],thần về gươm tục gọi là kiếm tiên [劍仙],kiếm hiệp [劍俠]. Nguyên viết là [劎].,KIẾM",N1,,15,2714,ケン | つるぎ
32253,劔,"thanh gươm##Xem 剣,KIẾM",N1,,16,2715,ケン | つるぎ
32254,劒,"sword,KIẾM",N1,,16,2716,ケン | つるぎ
32255,剱,"sword,KIẾM",N1,,11,2717,ケン | つるぎ
32256,劈,"Bổ,bửa ra.##Đúng. Như phách thủ sảng lai [劈手搶來] giơ đúng tay mà chộp lại.,PHÁCH",N1,,15,2718,ヒャク ヘキ | さく つんざく
32257,劑,"Chất tề [質劑] một thứ văn tự,lớn gọi là chất,nhỏ gọi là tề,cũng như giấy hợp đồng bây giờ.##Một âm là tễ,do nhiều thứ gộp lại gọi là tễ. Như dược tễ [藥劑] tễ thuốc. Uống một chén thuốc cũng gọi là nhất tễ [一劑] một tễ.##Số lượng nhiều ít đã chia ra rõ ràng gọi là phân tễ [分劑].,TỀ, TỄ",N1,,16,2719,ザイ スイ セイ | かる けずる
32258,劬,"Nhọc nhằn. Như cù lao [劬勞] công cha mẹ sinh đẻ nuôi nấng con khó nhọc.,CÙ",N1,,7,2720,ク | つかれる
32259,劭,"Khuyên gắng.##Tốt.##Cao.,THIỆU",N1,,7,2721,ショウ | つとめる
32260,劼,"Cẩn thận.,CẬT",N1,,8,2722,カツ ケチ
32261,劵,"become fatigued,stop,KHOÁN",N1,,8,2723,ケン | てがた わりふ
32262,勁,"Cứng,mạnh. Như kính binh [勁兵] binh mạnh,kính thảo [勁草] cỏ cứng. Thiền Uyển Tập Anh [禪苑集英] : Cao ngạn tật phong tri kính thảo,Bang gia bản đãng thức trung lương [髙岸疾風知勁草邦家版蕩識忠良] (Viên Chiếu Thiền sư [圓照禪師]) Gió lộng bờ cao hay cỏ cứng,Nhà tan nước mất biết trung lương.",N1,KÍNH,9,2724,ケイ | つよい
32263,勍,"mạnh mẽ; dữ dội,KÌNH",N1,,10,2725,ケイ | つよい
32264,勗,"Cũng như chữ [勖].,ÚC",N1,,11,2726,キョク ボウ | つとめる
32265,勞,"Nhọc. Như lao lực [勞力] nhọc nhằn.##Công lao. Như huân lao [勳勞] công lao.##Một âm là lạo. Yên ủi.,LAO, LẠO",N1,,12,2727,ロウ | いたずき いたわる つかれる ねぎらい ねぎらう ろうする
32266,勣,"Cũng như chữ [績].,TÍCH",N1,,13,2728,シャク セキ | いさお つむぐ
32267,勦,"Hớt lấy. Của người ta mình vùi lấp đi mà hớt lấy làm của mình gọi là tiễu. Ăn cắp nhời bàn nhời nói của người,mà nói là của mình gọi là tiễu thuyết [勦說].##Chặn. Như tiễu diệt [勦滅] chặn quân giặc lại mà giết hết,vì thế càn giặc cũng gọi là tiễu,có khi viết chữ tiễu [剿].,TIỄU",N1,,13,2729,ショウ ソウ
32268,勠,"Góp. Như lục lực đồng tâm [勠力同心] góp sức cùng lòng,có khi dùng chữ lục [戮].,LỤC",N1,,13,2730,リク | あわせる
32269,勳,"Cũng như chữ huân [勲]. Nguyễn Du [阮攸] : Nhân gian huân nghiệp nhược trường tại [人間勳業若長在] (Đồng Tước đài [銅雀臺]) Nghiệp lớn ở đời nếu còn mãi.,HUÂN",N1,,16,2731,クン | いさお
32270,勵,"Gắng sức. Như lệ chí [勵志] gắng chí.##Khuyên gắng. Như tưởng lệ [獎勵] lấy lời khen để gắng gỏi người,có khi viết là [厲].,LỆ",N1,,16,2732,レイ | はげます はげむ
32271,勸,"Khuyên,lấy lời mềm mại khuyên rủ người ta theo mình gọi là khuyến. Như khuyến tửu [勸酒] mời uống rượu. Vương Duy [王維] : Khuyến quân canh tận nhất bôi tửu,Tây xuất Dương quan vô cố nhân [勸君更盡一杯酒,西出陽關無故人] (Vị Thành khúc [渭城曲]) Xin mời bạn hãy uống cạn chén rượu này,(Vì đi ra) Dương quan phía tây,bạn sẽ không có ai là cố nhân nữa.##Khuyên gắng. Như khuyến miễn [勸勉] lấy lời hay khuyên cho người cố gắng lên.,KHUYẾN",N1,,19,2733,カン ケン | すすめる
32272,勹,"Bọc.,BAO",N1,,2,2734,ホウ | つつむ
32273,匆,"Tục dùng như chữ thông [怱] dáng vội vàng.,THÔNG",N1,,5,2735,ソウ | いそがしい
32274,匈,"Hung hung [匈匈] rầm rĩ. Cũng viết là [洶].##Nước Hung. Nước Hung-nha-lợi [匈牙利] (Hungarian) ở châu Âu,gọi tắt là nước Hung.,HUNG",N1,,6,2736,キョウ
32275,匍,"Bồ bặc [匍匐] bò lổm ngổm,như bồ bặc bôn tang [匍匐奔喪] bò dạch về chịu tang,nghĩa là thương quá không đi được phải chống gậy mà bò tới.,BỒ",N1,,9,2737,ホ | はう
32276,匐,"Bồ bặc [匍匐] bò lổm ngổm. Xem chữ bổ [匍] ở trên.,BẶC",N1,,11,2738,フク ホク
32277,匏,"Quả bầu. Sách Luận Ngữ [論語] nói : Ngô khởi bào qua dã tai,yên năng hệ nhi bất thực [吾豈匏瓜也哉焉能繫而不食] (Dương hóa 陽貨) Ta hà phải là quả bầu đâu ! Sao hay treo mà ăn không được.##Tục gọi kẻ sĩ không được dùng làm quan là bào hệ [匏繫] nghĩa là để hơ hão thôi,không có dùng làm gì.##Tiếng bầu,một thứ tiếng trong bát âm.,BÀO",N1,,11,2739,ホ ホウ | ひさご
32278,匕,"Cái thìa. Như nói cuộc đời yên lặng thì gọi là chủy xưởng bất kinh [匕鬯不驚] nghĩa là vẫn được vô sự mà ăn uống yên lành.##Chủy thủ [匕首] một thứ gươm,đầu như cái thìa,ngắn mà tiện dùng,cho nên gọi là chủy thủ.,CHỦY",N1,,2,2740,ヒ | さじ
32279,匚,"Cái đồ để đựng đồ.,PHƯƠNG",N1,,2,2741,ホウ
32280,匣,"Cái hộp.,HẠP",N1,,7,2742,コウ | はこ
32281,匯,"Quanh lại. Nước chảy quanh lại.##Rót vào,chỗ các dòng nước đều chảy vào.##Gửi,nhận tiền của xứ A gửi cho xứ B nhận lấy gọi là hối đoái [匯兌] tức là cách gửi ngân phiếu (mandat) vậy. Cái ngân phiếu để lĩnh tiền gọi là hối phiếu [匯票].##Dị dạng của chữ [汇].,HỐI",N1,,13,2743,エ カイ キ ワイ | がい めぐる
32282,匱,"Cái hòm,cái rương. Nguyễn Trãi [阮薦] : Kim quỹ chung tàng vạn thế công [金匱終藏萬世功] (Đề kiếm [題劍]) Cuối cùng đã cất giữ cái công muôn thuở trong rương vàng.##Hết. Như quỹ phạp [匱乏] thiếu thốn.,QUỸ",N1,,14,2744,キ | ひつ
32283,匳,"Cái hộp gương. Cái hộp đựng các đồ phấn sáp. Phàm các cái hộp để đựng đồ đều gọi là liêm. Như ấn liêm [印匳] hộp ấn,thi liêm [詩匳] hộp thơ,v.v. Bây giờ gọi các đồ của con gái về nhà chồng là trang liêm [粧匳]. Tục viết là liêm [奩].,LIÊM",N1,,15,2745,レン | くしげ はこ
32284,匸,"Che đậy,khác hẳn chữ phương [匚].,HỆ",N1,,2,2746,ケイ
32285,區,"Chia từng loài. Như khu biệt [區別] phân ra từng khu từng thứ.##Cõi,chia đất ra từng giới hạn gọi là khu. Các nhà canh gác chia ra từng khu,mỗi tụi coi gác một chỗ gọi là cảnh khu [警區],chức quan coi một khu ấy là khu trưởng [區長],một cái nhà cũng gọi là nhất khu [一區].##Khu khu [區區] mỏn mọn.##Một âm là âu. Cái âu,một thứ đấu đời xưa,bốn thưng là một đấu,bốn đấu là một âu.##Họ Âu. Có chỗ viết là [歐].##Dị dạng của chữ 区,KHU, ÂU",N1,,11,2747,オウ ク コウ
32286,卆,"soldier,private,die,",N1,,4,2748,シュツ ソツ | おえる おわる そっする ついに にわか
32287,卅,"Ba mươi. Nguyễn Trãi [阮廌] : Tạp tải hư danh an dụng xứ [卅載虛名安用處] (Loạn hậu cảm tác [亂後感作]) Cái hư danh trong ba mươi năm có được gì đâu.,TẠP",N1,,4,2749,ソウ | さんじゅう
